Liste des candidats,Nuance,Voix,Elu(e),pourcentage_inscrits,pourcentage_exprimes,abstentions,circo,dep,reg
M. Tristan TEYSSIER,EXG,630,NON,0.005943003763902384,0.008166863276338135,27394,6908,69,84
M. Patrick LOUIS,UXD,24464,QUALIF T2,0.24931973135758181,0.3540581220331134,27780,6909,69,84
M. Alexandre PORTIER,LR,17554,QUALIF T2,0.1788979138428299,0.2540523329859905,27780,6909,69,84
M. Jean-Henri SOUMIREU-LARTIGUE,UG,16066,QUALIF T2,0.16373327354442893,0.2325170776890124,27780,6909,69,84
M. Antoine LAURENT,ENS,9935,NON,0.10125047134718669,0.14378545791362743,27780,6909,69,84
M. Damien D'AUTRYVE,REG,613,NON,0.006247261090671911,0.008871714715757786,27780,6909,69,84
Mme Chantal HELLY,EXG,464,NON,0.004728758802727189,0.006715294662498553,27780,6909,69,84
Mme Blandine BROCARD,ENS,21552,QUALIF T2,0.23786241681106315,0.3201140718296052,22377,6905,69,84
M. Fabrice MATTEUCCI,UG,17831,QUALIF T2,0.1967949496175792,0.2648456762617711,22377,6905,69,84
Mme Sasha BITOUM,RN,17090,QUALIF T2,0.18861677353846834,0.2538395270772064,22377,6905,69,84
M. Bastien JOINT,LR,9431,NON,0.10408688070458133,0.14007961263107863,22377,6905,69,84
M. Mathieu BAZIN,REC,1009,NON,0.011136004944430343,0.014986780738496273,22377,6905,69,84
Mme Hélène RIVIERE,EXG,413,NON,0.00455814672155573,0.006134331461842379,22377,6905,69,84
M. Alexandre HUMBERT DUPALAIS,UXD,25371,QUALIF T2,0.25883493164660276,0.36806371588980286,27586,6911,69,84
M. Jean-Luc FUGIT,ENS,18564,QUALIF T2,0.1893899204244032,0.26931279105192146,27586,6911,69,84
M. Abdel YOUSFI,UG,15765,QUALIF T2,0.16083452356661906,0.22870696783740263,27586,6911,69,84
Mme Cindy FERRO,LR,6707,NON,0.06842481126300755,0.09730019874947411,27586,6911,69,84
Mme Sophie SPENNATO,ECO,1974,NON,0.02013874719445011,0.028637332985159074,27586,6911,69,84
Mme Isabelle BROWNING,EXG,550,NON,0.005611099775556009,0.007978993486239863,27586,6911,69,84
M. Thomas GASSILLOUD,ENS,23963,QUALIF T2,0.24194297483946528,0.32540738728951657,24116,6910,69,84
Mme Cecile PATOUT,RN,22941,QUALIF T2,0.23162432858123663,0.31152906029331884,24116,6910,69,84
Mme Florence Janine Jacqueline PERRIN,UG,17412,QUALIF T2,0.1758006542546747,0.23644758283541553,24116,6910,69,84
Mme Sophie CRUZ,LR,6689,NON,0.06753564072533419,0.09083378598587724,24116,6910,69,84
M. David HORNUS,DVD,1296,NON,0.013085093493800735,0.0175991309071157,24116,6910,69,84
Mme Irène BERENYI GELEY,REC,788,NON,0.007956059932959088,0.010700706137968495,24116,6910,69,84
M. Gilles BOMPARD,EXG,551,NON,0.0055631840394168245,0.007482346550787615,24116,6910,69,84
M. Abdelkader LAHMAR,UG,20062,QUALIF T2,0.27630944674755875,0.4599899114963085,28217,6907,69,84
M. Alexandre VINCENDET,ENS,11799,QUALIF T2,0.16250499263156445,0.2705323978539001,28217,6907,69,84
M. Cédric PIGNAL,RN,9280,QUALIF T2,0.12781136804991255,0.21277571422020453,28217,6907,69,84
Mme Myriam FONTAINE,LR,1536,NON,0.021154985056537248,0.035218049250240746,28217,6907,69,84
M. Thomas SPREUX,EXG,526,NON,0.007244480559725646,0.012060347594809007,28217,6907,69,84
Mme Régine BENON,REC,411,NON,0.005660611235831256,0.009423579584537075,28217,6907,69,84
Mme Lucie GAILLOT DURAND,UG,18044,QUALIF T2,0.21806228624602705,0.30020796938690625,21799,6912,69,84
M. Cyrille ISAAC-SIBILLE,ENS,17411,QUALIF T2,0.2104124620832175,0.2896763996339739,21799,6912,69,84
Mme Clémence LUISIER,RN,15003,QUALIF T2,0.1813117091858315,0.24961317694035437,21799,6912,69,84
M. Pascal CHARMOT,LR,8345,NON,0.10084957762819195,0.13884036269861078,21799,6912,69,84
Mme Noémie GALLICE,REC,737,NON,0.008906667311201615,0.012261875051992346,21799,6912,69,84
Mme Cécile FAURITE,EXG,565,NON,0.006828042104245471,0.009400216288162382,21799,6912,69,84
Mme Anaïs BELOUASSA-CHERIFI,UG,22300,QUALIF T2,0.31007967518111157,0.42401886218436263,18613,6901,69,84
M. Thomas RUDIGOZ,ENS,15631,QUALIF T2,0.2173477759083388,0.29721250380285974,18613,6901,69,84
M. Laurent MOUTON,RN,9521,QUALIF T2,0.13238872589234812,0.1810351384240949,18613,6901,69,84
M. Grégory SANSOZ,LR,3070,NON,0.042688098780538676,0.058373897170672345,18613,6901,69,84
Mme Anne THIRIAT,ECO,1176,NON,0.01635218376739853,0.022360815333130515,18613,6901,69,84
M. Brandon ALVES,REC,424,NON,0.0058956853038919866,0.008062062671128689,18613,6901,69,84
M. Jim BUGNI,EXG,358,NON,0.004977960704701253,0.006807118953452996,18613,6901,69,84
M. Guillaume EYMERIC,DIV,110,NON,0.001529540998651223,0.00209157286279282,18613,6901,69,84
Mme Ivanka LOPOUCHANSKY,EXG,2,NON,2.7809836339113145e-05,3.8028597505324e-05,18613,6901,69,84
M. Boris TAVERNIER,UG,28567,QUALIF T2,0.3828792001179451,0.4965237946257865,16461,6902,69,84
M. Loïc TERRENES,ENS,14455,QUALIF T2,0.1937381887389259,0.25124274342128133,16461,6902,69,84
Mme Anaëlle BISLEAU,RN,8228,NON,0.11027864523997802,0.14301108909514373,16461,6902,69,84
Mme Maryll GUILLOTEAU,LR,4456,NON,0.05972309713044993,0.07744985573747697,16461,6902,69,84
M. Karim MAHMOUD-VINTAM,DIV,731,NON,0.00979748294487408,0.012705530642750373,16461,6902,69,84
Mme Vanessa ETENNE,REC,456,NON,0.006111699347281232,0.007925748253206799,16461,6902,69,84
Mme Delphine BRIDAY,EXG,297,NON,0.003980646285400276,0.00516216498070706,16461,6902,69,84
M. Pascal COULAN,DIV,148,NON,0.001983621717977242,0.0025723919769179964,16461,6902,69,84
M. Michaël JOUTEUX,EXG,133,NON,0.0017825789762903593,0.002311676573851983,16461,6902,69,84
M. Nizar TOUIHRI,DIV,63,NON,0.000844379515084907,0.0010950046928772553,16461,6902,69,84
M. Anthony BRUNO,EXG,0,NON,0.0,0.0,16461,6902,69,84
Mme Marie-Charlotte GARIN,UG,27736,OUI,0.391629719578662,0.5151368819880391,16382,6903,69,84
Mme Clara EYNAUD-LASSALLE,ENS,11557,NON,0.1631837564598571,0.21464655844879463,16382,6903,69,84
Mme Clotilde MORIN,RN,7938,NON,0.11208381576346334,0.1474313732773671,16382,6903,69,84
Mme Béatrice DE MONTILLE,LR,4464,NON,0.06303126147242383,0.08290925299951711,16382,6903,69,84
M. Éric LAFOND,ECO,688,NON,0.009714495495749908,0.012778128598491884,16382,6903,69,84
M. Leo BOURRET,UDI,501,NON,0.007074073028155093,0.009305003528843654,16382,6903,69,84
Mme Marie RILLY,REC,486,NON,0.006862274434497755,0.009026410608818395,16382,6903,69,84
M. Jean-Noël DUDUKDJIAN,EXG,260,NON,0.0036711756233938605,0.004828943947104491,16382,6903,69,84
Mme Anaïs BARRALLON,EXG,141,NON,0.001990906780378978,0.0026187734482374355,16382,6903,69,84
M. Marc CHINAL,DIV,71,NON,0.0010025133433114004,0.0013186731547862264,16382,6903,69,84
Mme Sandrine RUNEL,UG,22959,QUALIF T2,0.29099596947958123,0.3800466802403536,17818,6904,69,84
Mme Anne BRUGNERA,ENS,18744,QUALIF T2,0.23757256204213034,0.3102746188608035,17818,6904,69,84
M. Yannick CHAUMONT,RN,10818,QUALIF T2,0.13711374179320135,0.1790733475691513,17818,6904,69,84
M. Romain BILLARD,LR,6267,NON,0.07943167127176862,0.10373938521130258,17818,6904,69,84
Mme Armande TORRENT,REC,655,NON,0.008301858095262238,0.010842396252338151,17818,6904,69,84
M. Julien QUEVY,ECO,496,NON,0.006286597885877969,0.008210425253678965,17818,6904,69,84
Mme Coralie LAURENT,EXG,329,NON,0.004169940936398895,0.005446028041250765,17818,6904,69,84
Mme Juliette VEL,DIV,143,NON,0.0018124667291946565,0.0023671185711211535,17818,6904,69,84
M. Tristan JEGO,EXG,0,NON,0.0,0.0,17818,6904,69,84
M. Idir BOUMERTIT,UG,21854,QUALIF T2,0.2854045865329363,0.48783427831599624,30781,6914,69,84
M. Cédric MERMET,RN,12637,QUALIF T2,0.16503421616256594,0.28208848609312914,30781,6914,69,84
M. Ludovic ALMERAS,ENS,6996,NON,0.09136498981350885,0.15616768605741327,30781,6914,69,84
M. David MAZZONE,LR,2059,NON,0.02688972470354699,0.04596187329791509,30781,6914,69,84
M. Olivier MINOUX,EXG,815,NON,0.010643577286736667,0.018192776463234965,30781,6914,69,84
Mme Blandine RIHA,REC,437,NON,0.005707046962336102,0.009754899772311264,30781,6914,69,84
M. Gabriel AMARD,UG,27294,QUALIF T2,0.2966481175549952,0.4629004630022217,32037,6906,69,84
M. Jean-Paul BRET,DVG,11755,QUALIF T2,0.12776062951047734,0.19936231195834675,32037,6906,69,84
Mme Délia AGUS,RN,11167,NON,0.12136988087992348,0.18938995641334397,32037,6906,69,84
M. Marc FRAYSSE,LR,7247,NON,0.07876489000956438,0.1229075861133253,32037,6906,69,84
M. Joseph BASILIEN,ECO,723,NON,0.007858012346752456,0.0122619269711514,32037,6906,69,84
Mme Nadia BOUHAMI,EXG,466,NON,0.005064776975915138,0.007903261367298136,32037,6906,69,84
Mme Raphaëlle MIZONY,EXG,184,NON,0.00199982610207808,0.003120601054898835,32037,6906,69,84
M. Teyi Kekeli LAWSON DOUTE,DIV,127,NON,0.0013803147552386749,0.00215389311941387,32037,6906,69,84
Mme Tiffany JONCOUR,RN,22417,QUALIF T2,0.24962973686261847,0.363493376141136,27099,6913,69,84
M. Victor PRANDT,UG,16178,QUALIF T2,0.18015389583634925,0.2623275121207699,27099,6913,69,84
Mme Sarah TANZILLI,ENS,14933,QUALIF T2,0.16628990768476964,0.24213974153167614,27099,6913,69,84
M. Philippe MEUNIER,LR,6106,NON,0.06799478847674302,0.09900925880884046,27099,6913,69,84
M. Didier BARTHÈS,DVG,799,NON,0.008897451030612132,0.012955846345932448,27099,6913,69,84
Mme Océane GIGAREL,REC,610,NON,0.006792797407601252,0.009891196834817012,27099,6913,69,84
M. Michel PIOT,EXG,523,NON,0.005823988597008942,0.008480485155097209,27099,6913,69,84
M. Patrick BIAUT,DVD,105,NON,0.001169252012783822,0.0017025830617307973,27099,6913,69,84
M. Emeric SALMON,RN,30315,OUI,0.339177426212267,0.5010909451552118,26597,7002,70,27
M. Eric HOULLEY,UG,13632,NON,0.15252075454809907,0.2253297629673708,26597,7002,70,27
M. Fabrice BARASSI-ZAMOCHNIKOFF,ENS,8354,NON,0.09346819127749557,0.13808720949452874,26597,7002,70,27
M. Loic LABORIE,LR,6600,NON,0.0738436751773367,0.10909451552117426,26597,7002,70,27
Mme Isabelle APRO,EXG,1018,NON,0.01138982747432254,0.016827002545538695,26597,7002,70,27
M. Christophe DEVILLERS,REC,579,NON,0.006478104231466357,0.009570564316175742,26597,7002,70,27
M. Antoine VILLEDIEU,RN,29458,QUALIF T2,0.3334050138645238,0.48823256430655,25845,7001,70,27
M. Alain CHRETIEN,ENS,18093,QUALIF T2,0.20477618697300662,0.2998707239459029,25845,7001,70,27
M. Sébastien POYARD,UG,10362,NON,0.11727689434666969,0.17173826571201273,25845,7001,70,27
M. Mohamed-Salah ZELFA,DIV,906,NON,0.010254088619772509,0.015015910898965791,25845,7001,70,27
M. Cédric FISCHER,EXG,816,NON,0.00923547054496067,0.013524264120922832,25845,7001,70,27
M. Philippe GHILES,REC,701,NON,0.007933903004923321,0.011618271015645717,25845,7001,70,27
M. Eric MICHOUX,UXD,24276,QUALIF T2,0.29380937972768534,0.443445857080228,25995,7104,71,27
Mme Cécile UNTERMAIER,UG,16403,QUALIF T2,0.1985234493192133,0.2996310097910273,25995,7104,71,27
M. Anthony VADOT,LR,12222,QUALIF T2,0.1479213313161876,0.2232573432704954,25995,7104,71,27
M. Claude COURATIER,EXG,1115,NON,0.013494704992435703,0.020367528861610404,25995,7104,71,27
Mme Véronique BELLEST,DSV,728,NON,0.00881089258698941,0.0132982609966389,25995,7104,71,27
M. Aurélien DUTREMBLE,RN,23130,QUALIF T2,0.2859049949938814,0.42674489400564564,24735,7103,71,27
M. Rémy REBEYROTTE,ENS,13606,QUALIF T2,0.16818086303012322,0.2510285788085091,24735,7103,71,27
M. Richard BENINGER,UG,10375,QUALIF T2,0.12824316139479117,0.19141713252523015,24735,7103,71,27
M. Charles LANDRE,DVD,5384,NON,0.06655047527224632,0.0993339606280327,24735,7103,71,27
Mme France ROBERT,DSV,783,NON,0.009678495939481589,0.014446227929373997,24735,7103,71,27
Mme Julie LUCOTTE,EXG,730,NON,0.009023374247537113,0.013468386192136677,24735,7103,71,27
M. José Antonio GRANADO,DIV,193,NON,0.002385631821609127,0.0035608199110717513,24735,7103,71,27
M. Olivier DAMIEN,RN,19738,QUALIF T2,0.257605617258976,0.37852868978214177,23051,7102,71,27
Mme Josiane CORNELOUP,LR,17511,QUALIF T2,0.22854047845890813,0.3358200368211108,23051,7102,71,27
M. Sébastien GAUTHERON,UG,9124,NON,0.11907962569008497,0.17497698680576865,23051,7102,71,27
M. Raymond ZEKPA,ENS,5094,NON,0.06648307905143498,0.09769100951212029,23051,7102,71,27
M. Patrick BERTHELOT,EXG,677,NON,0.00883569778520249,0.012983277078858546,23051,7102,71,27
Mme Rachel DREVET,RN,17602,QUALIF T2,0.23388254052617594,0.34650970510650025,23084,7101,71,27
M. Benjamin DIRX,ENS,15546,QUALIF T2,0.20656391177252192,0.3060356706956967,23084,7101,71,27
M. Jean-Luc DELPEUCH,UG,14017,QUALIF T2,0.18624767472761095,0.27593606047482183,23084,7101,71,27
M. Jean-Philippe BELVILLE,LR,2368,NON,0.031464257241562585,0.04661600850427182,23084,7101,71,27
M. Jean-Armand ROY,DSV,836,NON,0.011108158384267871,0.01645734084019056,23084,7101,71,27
M. Christophe SPRINGAUX,EXG,429,NON,0.005700239170874303,0.008445214378518839,23084,7101,71,27
M. Arnaud SANVERT,RN,19807,QUALIF T2,0.23046670467635527,0.35123776422187547,28033,7105,71,27
Mme Fatima KOURICHE,UG,13130,QUALIF T2,0.1527756769021328,0.23283444460207123,28033,7105,71,27
M. Louis MARGUERITTE,ENS,11699,QUALIF T2,0.136125106175023,0.20745850475244715,28033,7105,71,27
M. Gilles PLATRET,DVD,10746,QUALIF T2,0.12503636130923984,0.19055894453113917,28033,7105,71,27
M. Pascal DUFRAIGNE,EXG,885,NON,0.010297522776724109,0.01569371542062704,28033,7105,71,27
M. Alain CADIOT,DVD,125,NON,0.0014544523695938006,0.0022166264718399774,28033,7105,71,27
Mme Céline DE COSSÉ BRISSAC,RN,16465,QUALIF T2,0.22320581297616787,0.3359998367446891,23131,7201,72,52
Mme Julie DELPECH,ENS,15111,QUALIF T2,0.2048504731176965,0.30836887537497704,23131,7201,72,52
Mme Ghislaine BONNET,UG,12258,QUALIF T2,0.1661741181574167,0.2501479501255025,23131,7201,72,52
M. Clément COULON,LR,4459,NON,0.060447902827861076,0.09099442891251557,23131,7201,72,52
Mme Sylvie MAILLET,EXG,710,NON,0.009625030501857224,0.014488908842315776,23131,7201,72,52
M. Pierre VAUGARNY,RN,21870,QUALIF T2,0.24857922255057968,0.38225578102878716,28903,7205,72,52
M. Jean-Carles GRELIER,ENS,17898,QUALIF T2,0.2034325983177995,0.31283099994756436,28903,7205,72,52
M. Christophe ROUILLON,UG,15261,QUALIF T2,0.17345987724482836,0.2667400765560275,28903,7205,72,52
Mme Cécile BAYLE DE JESSÉ,DSV,1285,NON,0.014605592180040919,0.022459930435390556,28903,7205,72,52
Mme Karine FOUQUET,EXG,899,NON,0.010218231416230962,0.015713212032230438,28903,7205,72,52
Mme Marie-Caroline LE PEN,RN,20584,QUALIF T2,0.2527535947150628,0.3926445902640012,27296,7204,72,52
Mme Elise LEBOUCHER,UG,13600,QUALIF T2,0.1669961566325716,0.25942316496261253,27296,7204,72,52
Mme Sylvie CASENAVE-PÉRÉ,ENS,13565,QUALIF T2,0.16656638711182603,0.25875553181748817,27296,7204,72,52
M. Léo BRISARD,LR,2316,NON,0.028438463144193814,0.04417823897451549,27296,7204,72,52
M. Didier BARBET,DVD,1546,NON,0.018983533687790863,0.02949030978177934,27296,7204,72,52
M. Thierry NOUCHY,EXG,596,NON,0.007318360981839168,0.011368838699832138,27296,7204,72,52
M. Jean-Michel BRUGADE,REG,217,NON,0.00266457102862265,0.004139325499771097,27296,7204,72,52
Mme Marietta KARAMANLI,UG,20700,QUALIF T2,0.24712286901294112,0.39952905753604445,30121,7202,72,52
M. François FEVRE,UXD,18282,QUALIF T2,0.2182560527195454,0.3528594313948775,30121,7202,72,52
M. Samuel CHEVALLIER,UDI,11962,QUALIF T2,0.1428059787020677,0.2308776128621335,30121,7202,72,52
M. Thomas HUBERT,EXG,776,NON,0.009264123012272576,0.014977514427438188,30121,7202,72,52
M. Clément CHEURET,DIV,91,NON,0.0010863855594288715,0.0017563837795062825,30121,7202,72,52
M. Romain LEMOIGNE,RN,23637,QUALIF T2,0.2752392929504646,0.4254396227433899,28355,7203,72,52
M. Eric MARTINEAU,ENS,16209,QUALIF T2,0.1887444980088032,0.2917439118774636,28355,7203,72,52
Mme Mathilde JACK,UG,10320,NON,0.12017047439390764,0.18574848359401716,28355,7203,72,52
M. Vincent GRUAU,LR,2819,NON,0.0328256363678707,0.050738854191040156,28355,7203,72,52
M. Raymond DE MALHERBE,REC,1131,NON,0.013169845594913715,0.0203567378822513,28355,7203,72,52
Mme Maryse BRUTOUT,EXG,885,NON,0.01030531684482638,0.015929012401231124,28355,7203,72,52
M. Éric TROCHON,DSV,558,NON,0.006497589603856634,0.010043377310606743,28355,7203,72,52
Mme Typhanie DEGOIS,UXD,23992,QUALIF T2,0.25491946109056907,0.36160848857539035,26053,7301,73,84
Mme Marina FERRARI,ENS,23381,QUALIF T2,0.2484274724807684,0.3523994694640381,26053,7301,73,84
Mme Christel GRANATA,UG,15212,QUALIF T2,0.1616303285307493,0.22927593898836438,26053,7301,73,84
M. Frédéric EXERTIER,ECO,2292,NON,0.024352926176208083,0.03454512570085006,26053,7301,73,84
M. Guy-Alain PEYRARD,REC,828,NON,0.008797653958944282,0.012479652740097666,26053,7301,73,84
M. Adrien CASEJUANE,EXG,450,NON,0.004781333673339283,0.006782419967444384,26053,7301,73,84
M. Jean-Pierre CHAUVEAU,DSV,193,NON,0.0020506608865655147,0.002908904563815036,26053,7301,73,84
M. Vincent ROLLAND,LR,18593,QUALIF T2,0.2458546002697485,0.36840436703719115,24026,7302,73,84
Mme Pauline RACT-BRANCAZ,RN,17762,QUALIF T2,0.23486631581731152,0.35193881392537996,24026,7302,73,84
Mme Pascale MARTINOT,UG,11591,QUALIF T2,0.15326739481130827,0.2296657354019299,24026,7302,73,84
Mme Delphine JAFFRÉ,REG,1244,NON,0.01644936926453865,0.024648794309378035,24026,7302,73,84
M. Mathieu CICERI,DSV,488,NON,0.006452807235606802,0.00966930194773029,24026,7302,73,84
Mme Morgane BETTOLI,REC,441,NON,0.005831327850210245,0.008738037210961185,24026,7302,73,84
Mme Myriam RAHALIA,EXG,350,NON,0.004628037976357338,0.006934950167429511,24026,7302,73,84
M. Jean-François COULOMME,UG,20297,QUALIF T2,0.25494900266291515,0.36874137053993167,22994,7304,73,84
M. Brice BERNARD,RN,16642,QUALIF T2,0.20903883836607545,0.3023399462248383,22994,7304,73,84
Mme Anaïs GOMERO,ENS,15256,QUALIF T2,0.19162940260262273,0.2771600901097304,22994,7304,73,84
M. Albin GUILLAUD,DIV,1188,NON,0.014922373511530924,0.02158273381294964,22994,7304,73,84
M. Vincent THOMAZO,DSV,1016,NON,0.012761895191679647,0.01845796090400407,22994,7304,73,84
Mme Marie DUCRUET,EXG,643,NON,0.008076671858513792,0.011681563839837221,22994,7304,73,84
M. Vincent BERNOLLIN,UDI,2,NON,2.512184092850324e-05,3.6334568708669426e-05,22994,7304,73,84
Mme Emilie BONNIVARD,LR,21605,QUALIF T2,0.2896772723006583,0.4085897460143352,20530,7303,73,84
Mme Marie DAUCHY,RN,19023,QUALIF T2,0.25505812316479626,0.35975944172324453,20530,7303,73,84
M. Daniel IBANEZ,UG,11530,QUALIF T2,0.1545928696888031,0.21805321784518789,20530,7303,73,84
Mme Pascale TROUVÉ,EXG,719,NON,0.009640266548677312,0.013597594417232446,20530,7303,73,84
M. Quentin TAÏEB,UXD,21822,QUALIF T2,0.210425827354779,0.32103923616730173,34132,7405,74,84
Mme Anne-Cécile VIOLLAND,ENS,21124,QUALIF T2,0.203695132299622,0.310770452973975,34132,7405,74,84
M. Jean-Baptiste BAUD,UG,15985,QUALIF T2,0.1541406310267685,0.23516690450620098,34132,7405,74,84
Mme Chrystelle BEURRIER,DVD,4800,NON,0.046285582041194165,0.07061627410883733,34132,7405,74,84
M. Daniel MAGNIN,REG,1808,NON,0.017434235902183137,0.026598796580995395,34132,7405,74,84
M. Nicolas BAL,REG,987,NON,0.009517472807220552,0.014520471363629677,34132,7405,74,84
M. Sacha POIDEVIN,REC,963,NON,0.00928604489701458,0.01416738999308549,34132,7405,74,84
Mme Michelle BALLY,EXG,484,NON,0.004667129522487079,0.0071204743059744315,34132,7405,74,84
M. Antoine ARMAND,ENS,23783,QUALIF T2,0.2338705712290915,0.33274105993620234,28636,7402,74,84
M. Anis BOUVARD,RN,20583,QUALIF T2,0.20240331192904132,0.2879707873971683,28636,7402,74,84
M. Guillaume TATU,UG,19215,QUALIF T2,0.18895105857826988,0.2688314958867312,28636,7402,74,84
M. Alexandre RICHEFORT,LR,5396,NON,0.053061665994709566,0.07549387206894621,28636,7402,74,84
M. Jérémy LANGLADE-NOUCHY,REG,1077,NON,0.010590699458173128,0.015067994851418657,28636,7402,74,84
Mme Pascale VINCENT,REC,872,NON,0.008574828159263666,0.012199899266886787,28636,7402,74,84
M. Naci YILDIRIM,EXG,411,NON,0.0040415761163501915,0.00575018187923219,28636,7402,74,84
M. Geoffrey CORNET,EXG,139,NON,0.0013668590758459285,0.001944708713414293,28636,7402,74,84
Mme Véronique RIOTTON,ENS,28079,QUALIF T2,0.2536861696360811,0.3563505761713793,29789,7401,74,84
M. Guillaume ROIT-LEVÊQUE,RN,24500,QUALIF T2,0.22135087275486973,0.3109294888065384,29789,7401,74,84
Mme Anne-Valérie DUVAL,UG,17980,QUALIF T2,0.16244443641357378,0.22818417178536982,29789,7401,74,84
M. Florian THABUIS,LR,6527,NON,0.05896967944779733,0.08283415401797045,29789,7401,74,84
Mme Claudine MOLIN,REC,937,NON,0.008465541541686243,0.011891466571907204,29789,7401,74,84
M. Jacques MATTEI,EXG,675,NON,0.0060984424126341655,0.00856642469160871,29789,7401,74,84
M. Stéphane ESPIC,DIV,98,NON,0.0008854034910194789,0.0012437179552261537,29789,7401,74,84
M. Antoine VALENTIN,UXD,24182,QUALIF T2,0.26884422110552764,0.3968425889457792,27529,7403,74,84
Mme Christelle PETEX,DVD,19726,QUALIF T2,0.21930448703695468,0.3237166863594591,27529,7403,74,84
M. Gérard VEZ,UG,14630,QUALIF T2,0.1626495308400409,0.24008796113955624,27529,7403,74,84
Mme Véronique BOUVIER,REG,1742,NON,0.019366745230577666,0.028587370355783116,27529,7403,74,84
Mme Jocelyne LEGOUHY,EXG,656,NON,0.00729310268154934,0.010765393199422345,27529,7403,74,84
Mme Virginie DUBY-MULLER,LR,20865,QUALIF T2,0.22947484190266704,0.37246291436833934,34056,7404,74,84
Mme Magalie LUHO,RN,16159,QUALIF T2,0.17771789936761068,0.2884557025294989,34056,7404,74,84
Mme Dominique LACHENAL,UG,15331,QUALIF T2,0.16861149298872696,0.2736750031239401,34056,7404,74,84
M. Alexandre GIANESELLO,DVC,2265,NON,0.02491064063788837,0.04043271033042361,34056,7404,74,84
Mme Barbara LEMMO GAUD,REG,945,NON,0.010393181193291174,0.01686927649547475,34056,7404,74,84
Mme Cécile ROCHE,EXG,371,NON,0.004080285949958757,0.0066227529945197166,34056,7404,74,84
M. Jean-Marc LORENZO,DIV,83,NON,0.0009128402529557328,0.0014816401578036024,34056,7404,74,84
M. Charles PRATS,UXD,19639,QUALIF T2,0.23903941186494315,0.3621293701135861,26733,7406,74,84
M. Xavier ROSEREN,ENS,18805,QUALIF T2,0.22888823973319702,0.3467509957220829,26733,7406,74,84
M. Alain ROUBIAN,UG,12039,QUALIF T2,0.1465347257722924,0.22199070659389292,26733,7406,74,84
M. Cyrille DU PELOUX,LR,3135,NON,0.03815818301321843,0.05780719870187343,26733,7406,74,84
M. Alexandre DEMEURE,EXG,614,NON,0.0074734049027483625,0.011321728868564685,26733,7406,74,84
M. Sylvain MAILLARD,ENS,28048,QUALIF T2,0.3326809711893155,0.44695871113731617,20888,7501,75,11
M. Raphaël KEMPF,UG,20138,QUALIF T2,0.23885943374965898,0.32090896052778356,20888,7501,75,11
Mme Delphine VOIRIN,RN,6303,NON,0.07476070170444436,0.10044141315953022,20888,7501,75,11
Mme Laurence SAILLIET,LR,3469,NON,0.0411462595926888,0.05528022564658264,20888,7501,75,11
M. Pierre MAURIN,DVD,2883,NON,0.034195637476426004,0.04594202667601549,20888,7501,75,11
Mme Marine CHIABERTO,REC,991,NON,0.011754379722212337,0.015792073685720203,20888,7501,75,11
M. Alban Ludovic Bertrand PINEAU,DVC,598,NON,0.0070929556749575965,0.00952942488805316,20888,7501,75,11
Mme Laurence BOULINIER,EXG,231,NON,0.0027399210048749244,0.0036810989116058197,20888,7501,75,11
Mme Mathilde CONTENSOU,REG,89,NON,0.001055640560319776,0.00141825888802129,20888,7501,75,11
M. Axel METZKER,DIV,3,NON,3.558338967370032e-05,4.780647937150415e-05,20888,7501,75,11
M. Aurélien GAUTREAU,EXG,0,NON,0.0,0.0,20888,7501,75,11
Mme Marine ROSSET,UG,18845,QUALIF T2,0.2526850722053125,0.3340246020773512,17671,7502,75,11
M. Jean LAUSSUCQ,ENS,13325,QUALIF T2,0.17866959868059373,0.23618348753943777,17671,7502,75,11
M. Gilles LE GENDRE,DVC,11071,QUALIF T2,0.14844661365800024,0.19623169910312313,17671,7502,75,11
Mme Melody DE WITTE,RN,6206,NON,0.08321377331420372,0.11000035449679181,17671,7502,75,11
Mme Félicité HERZOG DE COSSÉ BRISSAC,DVD,3792,NON,0.05084541224741549,0.06721259172604488,17671,7502,75,11
M. Romain MARSILY,DVD,1229,NON,0.016479169739470896,0.0217838278563579,17671,7502,75,11
Mme Ornella EVANGELISTA,REC,778,NON,0.010431891014896956,0.013789925201176929,17671,7502,75,11
Mme Cécile Marie LORANS,ECO,512,NON,0.006865203341423189,0.009075117870183275,17671,7502,75,11
M. Frédéric MAURIANGE,DVC,430,NON,0.005765698118773381,0.007621681023786735,17671,7502,75,11
Mme Charline JOLIVEAU,EXG,168,NON,0.0022526448464044837,0.002977773051153887,17671,7502,75,11
Mme Elise MAGNE,DVG,60,NON,0.00080451601657303,0.0010634903754121025,17671,7502,75,11
Mme Clara SACASA,EXG,0,NON,0.0,0.0,17671,7502,75,11
Mme Léa BALAGE EL MARIKY,UG,24441,QUALIF T2,0.3339938232802208,0.46148181715192027,19516,7503,75,11
M. Stanislas GUERINI,ENS,18001,QUALIF T2,0.24598923173631418,0.339885200709943,19516,7503,75,11
Mme Olga PODOLSKAIA,RN,4709,NON,0.06434994123917025,0.08891280540765077,19516,7503,75,11
M. Paul HATTE,LR,4118,NON,0.056273743474814834,0.0777538612590159,19516,7503,75,11
Mme Marie COURTOIS,REC,486,NON,0.006641340293530843,0.009176390619689589,19516,7503,75,11
M. Côme CITROEN,ECO,433,NON,0.005917078903495586,0.008175673124126733,19516,7503,75,11
